evaluation,offline_var_0,offline_var_1,offline_var_2,offline_var_3,offline_var_4,offline_var_5,offline_var_6,offline_var_7,offline_var_8,offline_var_9,offline_var_10,offline_var_11,offline_var_12,offline_var_13,offline_var_14,offline_var_15,offline_var_16,offline_var_17,offline_var_18,offline_var_19,offline_var_20,offline_var_21,offline_var_22,offline_var_23,offline_var_24,offline_var_25,offline_var_26,offline_var_27,offline_var_28,offline_var_29,offline_var_30,offline_var_31,offline_var_32,offline_var_33,offline_var_34,offline_var_35,offline_var_36,offline_var_37,obj_Maximize_Volume,con_Maintain_L/D_Ratio,38_DV_Model_cl,38_DV_Model_cd,38_DV_Model_Volume,38_DV_Model_CL,38_DV_Model_CD,38_DV_Model_K,38_DV_Model_-CL,38_DV_Model_-CD,38_DV_Model_-K,convergence_metric,acqf_value
169,0.387000627,0.114699469,0.199834344,0.299758402,0.138106991,-0.147929852,0.149866938,0.119956165,0.06968716,0.049793006,0.029793317,0.029930462,-0.004867894,0.251666797,0.449308563,0.399639601,0.349857372,-0.065484191,0.212736713,0.145892175,-0.047097783,0.249677039,-0.049690916,0.02729926,-0.029906005,-0.01991283,-0.049686399,0.016817025,0.128084286,0.099934194,-0.099885173,-0.033920232,-0.154108164,-0.130152589,0.029929411,-0.128385105,-0.119852193,-0.099962964,10.63914835,0.456394884,3.249603373,0.65737713,10.63914835,3.249603373,0.65737713,4.943286315,-3.249603373,-0.65737713,-4.943286315,2.832930619,0.099916256
170,0.366743397,-0.038312869,0.038628666,0.242637638,0.228948096,0.197218375,-0.092099467,0.097573778,-0.102418347,-0.181851718,-0.120530726,-0.126720831,-0.094154415,0.314726908,0.004897464,0.068331547,0.027929978,-0.035355869,0.212872845,0.127964791,0.043915979,0.046058157,0.237114195,0.129273478,-0.01697836,0.149157945,-0.005344871,0.038317881,0.106980331,0.010058514,-0.091237458,-0.069177792,-0.141951073,-0.003824076,-0.06546834,-0.057191175,-0.082434094,0.00420995,10.11461261,-0.011659909,3.706472968,0.828219266,10.11461261,3.706472968,0.828219266,4.475231522,-3.706472968,-0.828219266,-4.475231522,2.832930619,0
171,0.134780098,-0.11131506,0.138781456,0.272795137,0.147984871,0.116147051,0.005127816,-0.021746268,0.032354002,-0.00689701,-0.048964942,-0.126761631,0.150440842,0.166009075,-0.04472389,0.182814532,0.15464028,-0.033359606,0.119907515,-0.002541568,0.271212034,0.19706027,-0.039336608,-0.022740888,0.034035842,0.186262082,0.090473039,-0.037053971,0.053855187,-0.000252502,-0.045972944,0.027048403,-0.163542903,-0.190097159,-0.139501034,-0.009684706,-0.068484462,-0.087330729,10.37479034,-0.147282119,3.488675408,0.803914629,10.37479034,3.488675408,0.803914629,4.339609312,-3.488675408,-0.803914629,-4.339609312,2.832930619,0
172,-0.047689172,0.268833715,-0.005248304,-0.141320176,0.008916815,0.199002926,-0.135980921,-0.111849038,-0.051430081,-0.087521713,-0.051997999,-0.099077615,0.014577003,-0.060167131,0.233926514,-0.064797429,0.198327549,0.063435541,0.16122765,-0.073385214,0.184328446,0.164137748,0.158805864,0.164158416,0.158104775,0.085294718,0.067386885,0.143972746,0.145632906,0.028808367,-0.033163696,0.050186769,-0.004679825,-0.072214229,-0.104796404,0.017240797,-0.066184038,-0.055895941,10.87108862,-0.80117317,4.482657883,1.216223695,10.87108862,4.482657883,1.216223695,3.685718261,-4.482657883,-1.216223695,-3.685718261,2.832930619,0
173,0.040852223,-0.032033302,-0.028438674,0.115953656,0.191350656,0.025649828,-0.092960365,-0.10007572,-0.183997896,-0.12945814,-0.093665907,-0.03332486,0.298552545,0.405832857,0.263530078,0.16114587,0.007242119,0.000149011,0.031449058,0.052858749,0.210033403,0.013068191,-0.031697376,0.049583651,0.038507277,0.09961482,0.147862962,0.176002124,0.044005718,0.072800237,-0.050480262,-0.077699407,-0.184020163,-0.120660622,-0.067140063,-0.106585989,-0.081262174,0.009294763,11.82135778,-0.343557697,3.891163968,0.939138437,11.82135778,3.891163968,0.939138437,4.143333734,-3.891163968,-0.939138437,-4.143333734,2.832930619,0
174,0.132898534,0.153102007,0.183730113,0.278828899,0.035482233,0.141321531,-0.034421796,0.072883567,-0.18665561,-0.034050532,-0.039967972,-0.132833797,-0.011260414,0.002853954,0.447133037,0.341397636,0.279426522,-0.038038464,0.05495374,-0.02027487,-0.034486721,0.035090206,0.1890225,0.228394571,-0.008020162,0.143000855,0.187581296,0.157312443,0.109236906,-0.001084301,0.022628487,0.086184205,-0.022295586,-0.077349245,-0.147889095,-0.132718641,-0.093745515,-0.027570847,9.975898581,-0.095526321,3.540715983,0.806290503,9.975898581,3.540715983,0.806290503,4.39136511,-3.540715983,-0.806290503,-4.39136511,2.832930619,0
175,-0.057815048,0.189827559,0.079377546,-0.026487457,-0.142583698,0.043101378,-0.071094789,-0.119576759,-0.041693235,-0.086463152,0.02256929,0.00526947,-0.088173132,-0.066695934,0.032943712,0.111428928,0.276562445,0.122447594,0.232286087,0.093092697,0.145618162,0.153853036,0.275002933,0.250124502,0.090235209,0.000119256,0.026849578,0.093908643,0.10363083,0.070938118,-0.033074397,0.064631423,-0.01586704,-0.018814881,-0.098744617,-0.087843655,-0.002468648,-0.057629718,11.50452704,-0.61092797,4.135740942,1.067022686,11.50452704,4.135740942,1.067022686,3.875963461,-4.135740942,-1.067022686,-3.875963461,2.832930619,0
176,0.279633157,0.267960027,-0.015392712,0.020173374,-0.153678626,0.02698207,0.145278192,0.060573295,-0.166445066,-0.173073312,-0.123670511,-0.092606727,0.47004018,0.041079659,0.137126537,0.161417593,0.214464018,0.387659325,-0.013925377,0.133359884,0.162797583,0.146875824,0.026278753,0.192871218,0.027801668,0.037489877,0.066248487,0.033884052,0.11240077,0.040177813,0.06053848,0.086213184,-0.022877644,-0.160436884,-0.06072022,-0.13654684,-0.098229675,-0.020965497,11.77861386,-0.89188828,3.270155251,0.90963905,11.77861386,3.270155251,0.90963905,3.595003151,-3.270155251,-0.90963905,-3.595003151,2.832930619,0
177,0.111329151,-0.08427739,-0.054783571,-0.247154016,-0.02931073,0.148225253,-0.045895005,-0.114593301,0.069222105,-0.194400089,-0.033686889,0.016988232,0.346522769,0.089191568,-0.023435067,0.11569785,0.0799121,0.289782761,0.383736358,-0.050542729,0.070511698,0.112245388,0.040169242,0.147409833,0.15259996,0.167353453,0.01560171,0.126605422,0.08863561,0.078820784,-0.008235587,0.033487505,-0.143872856,-0.148686736,0.028730076,-0.111437073,-0.096275115,-0.02803201,12.72259774,-1.030255464,4.085363252,1.181889933,12.72259774,4.085363252,1.181889933,3.456635967,-4.085363252,-1.181889933,-3.456635967,2.832930619,0
178,0.128422398,-0.009114677,-0.004893756,0.299758402,-0.051827143,-0.184001831,0.149866938,0.113192529,0.06968716,0.049793006,0.029793317,-0.127674187,0.270301269,0.291211746,0.449308563,0.399639601,0.11387103,-0.079442308,0.152384867,0.250462624,0.05731769,0.249677039,-0.049690916,0.073566765,-0.010712351,-0.01991283,-0.049686399,0.033386732,0.052077708,-0.019899924,-0.099885173,0.03948569,-0.19978815,-0.199916001,0.029929411,0.019910559,-0.037232097,0.009930368,12.30067521,0.059011908,3.339032695,0.734514671,12.30067521,3.339032695,0.734514671,4.545903338,-3.339032695,-0.734514671,-4.545903338,2.848223748,0.043730722
179,-0.029380677,0.089002986,-0.064802208,-0.152891445,0.115237904,0.058948862,-0.121401905,0.050461949,-0.193359948,-0.092942347,-0.10885422,0.002859618,0.128812074,0.37584879,0.398976457,0.157658176,0.066945525,0.268379267,0.316411831,0.121692517,0.063027502,0.208173835,0.012457423,0.263118119,-0.011362838,0.047756799,0.112743802,0.070003805,-0.000435709,0.022637772,-0.070204821,-0.043770273,0.00094439,-0.166935244,-0.198434896,-0.081587564,0.019136483,-0.050503292,13.31257833,-0.957226782,4.216821483,1.194680487,13.31257833,4.216821483,1.194680487,3.529664649,-4.216821483,-1.194680487,-3.529664649,2.848223748,0
180,0.334943727,0.215964501,-0.042529822,-0.208942992,0.193893459,0.056362548,-0.090115889,0.087012276,-0.193374135,-0.167566156,-0.09760387,0.021119365,0.218465338,0.125406545,0.217492785,0.254699387,0.217583236,0.285543077,0.194614975,0.378980818,0.161434436,-0.001856769,0.082160268,0.135119519,0.152913075,0.055104699,0.146935373,0.113523467,0.032905954,0.043721817,-0.095668572,-0.091438883,-0.179615986,-0.172169345,0.025197485,-0.012327853,0.002750099,-0.032371322,12.93049057,-0.970740809,3.967655602,1.128408885,12.93049057,3.967655602,1.128408885,3.516150622,-3.967655602,-1.128408885,-3.516150622,2.848223748,0
181,0.2653944,-0.027885321,0.072233627,0.104120142,0.180165045,0.019168488,0.012300482,-0.05766485,-0.176367198,-0.05072814,-0.045247473,0.015804468,0.186930804,0.029039953,0.373047434,0.335312713,0.225169266,0.279453872,0.279843212,0.218561719,0.136740978,0.228283676,0.293417801,0.077477608,0.164537407,-0.002478989,0.127774189,0.187922448,0.072128854,0.01415566,0.056606516,-0.023650717,-0.003661087,0.0265758,-0.101950827,0.008438089,-0.049034844,-0.044226447,12.65422706,-0.696891898,3.258219171,0.859688542,12.65422706,3.258219171,0.859688542,3.789999533,-3.258219171,-0.859688542,-3.789999533,2.848223748,0
182,0.045086933,0.25472054,0.079625612,-0.119455164,-0.20110258,-0.087662735,-0.037004117,0.045878555,-0.107244776,-0.00999137,0.017034378,0.028160853,0.404185433,0.076223738,0.201735017,0.330588505,0.341122164,0.31376447,0.182754936,0.152049559,0.067845655,0.144916893,-0.026308077,0.051598856,0.147412645,0.128365319,0.039381885,0.014104554,0.0043649,-0.012970046,-0.040152583,0.015928795,-0.142051729,0.027065988,-0.105204001,-0.113495054,-0.081772194,-0.084667086,12.9409233,-0.794077488,3.829431573,1.036995536,12.9409233,3.829431573,1.036995536,3.692813943,-3.829431573,-1.036995536,-3.692813943,2.848223748,0
183,-0.057686271,0.123422258,0.031637203,-0.087903282,0.048828857,-0.010481898,0.077227749,0.037037691,-0.132020079,-0.027801383,-0.052596031,-0.14995012,0.129802168,0.261020622,0.20193661,0.034400578,0.056019366,0.307864843,-0.066531101,0.103387046,0.225203231,0.223608859,0.109204786,0.23015547,0.003624337,0.123101849,0.18144075,0.13664278,0.060510441,0.065014878,-0.063775313,0.042024111,-0.129509043,-0.118000453,-0.000126116,-0.041741936,0.017942561,0.007560034,12.19367568,-0.894853934,3.789997205,1.055110702,12.19367568,3.789997205,1.055110702,3.592037497,-3.789997205,-1.055110702,-3.592037497,2.848223748,0
184,0.200474817,0.043932366,0.183206057,0.062541702,-0.199173184,-0.091916403,0.037471743,-0.072451978,-0.101049743,0.044164168,-0.070402975,-0.095749183,-0.062647354,-0.077142548,0.081483735,0.049174332,0.059302735,0.359795089,0.157268222,0.106960741,0.208359271,0.11610475,0.107468442,-0.02202876,0.144719143,0.119074531,0.056638829,-0.039805453,0.074214199,0.047595793,-0.042885097,0.058817832,-0.123456223,-0.015962307,-0.014089011,-0.053584887,0.016833469,-0.082730977,11.40270023,-0.507075319,3.494934391,0.878164793,11.40270023,3.494934391,0.878164793,3.979816111,-3.494934391,-0.878164793,-3.979816111,2.848223748,0
185,0.174669339,0.292400071,0.064726392,-0.167497384,-0.013674372,0.010711297,-0.149429699,0.109729425,-0.034413461,-0.159283661,-0.115139195,-0.105808765,-0.063665292,0.023834994,0.449052397,-0.066926655,0.071077898,-0.007161433,0.264039393,0.140714362,0.221930805,0.06989092,0.059561801,0.063964802,0.170227354,0.197844684,0.121643595,0.066310895,0.127077614,0.058112208,0.077712044,0.03739051,-0.164294513,0.005043497,-0.068698531,-0.081866753,-0.115784333,-0.042098045,11.51126329,-0.748661677,4.403086259,1.177853302,11.51126329,4.403086259,1.177853302,3.738229754,-4.403086259,-1.177853302,-3.738229754,2.848223748,0
186,0.373477694,0.191817382,0.038907513,0.239165566,0.113865148,-0.015490903,0.024186353,-0.048897231,-0.00111253,0.010538556,-0.005709665,-0.100386708,0.187841688,0.199830977,0.097561343,0.005409619,-0.03828921,0.234762246,0.144192078,0.053334531,0.201062468,0.08890932,-0.032252711,0.122847495,0.115117148,0.014494244,-0.048377646,0.053313087,0.010594509,0.002393738,0.029493918,-0.062333594,0.042433693,-0.198112227,-0.176517307,0.014731293,0.018043439,-0.074505662,10.38976823,0.131734251,3.273959459,0.708860099,10.38976823,3.273959459,0.708860099,4.618625682,-3.273959459,-0.708860099,-4.618625682,2.848223748,0
187,0.097958685,0.271429157,-0.019689268,-0.141898566,-0.01570117,0.071391613,0.146142873,-0.056883013,0.047941252,0.002868093,-0.137671874,-0.126997692,0.323524583,0.08684412,0.318269502,-0.077656171,0.150922485,0.126024707,0.128851897,0.048963392,0.103325445,0.090750491,0.238640101,0.033372968,-0.019197475,0.118373082,0.131833882,0.162833828,-0.02490069,0.08858697,-0.077978765,0.047562746,0.02196875,-0.002442997,-0.026307719,-0.020570258,-0.018260248,-0.001718257,11.22345097,-0.745298116,3.748702484,1.001900038,11.22345097,3.748702484,1.001900038,3.741593315,-3.748702484,-1.001900038,-3.741593315,2.848223748,0
188,0.007609915,-0.011091546,-0.071056353,-0.113753183,0.201819347,0.061076796,-0.090537087,0.109738232,-0.168034965,-0.080149204,-0.106346424,-0.085134792,0.24403304,0.144679756,-0.054396962,0.120516892,0.069153121,0.346832979,-0.010414006,0.361915137,0.249941438,0.068413522,0.029719104,0.222551611,0.13448538,0.16730667,0.096150531,0.077199621,0.115108699,0.085210901,-0.073271598,-0.095938303,-0.149425453,-0.143234855,-0.06051204,-0.111024223,-0.097100139,-0.005654305,12.87076898,-1.081195028,3.903118945,1.146056044,12.87076898,3.903118945,1.146056044,3.405696403,-3.903118945,-1.146056044,-3.405696403,2.848223748,0
189,0.089051241,0.040211067,-0.012948608,0.072218647,-0.058424687,-0.16375592,-0.038204289,-0.01050138,-0.105982211,0.04016471,-0.027088178,-0.102620481,-0.069357198,0.042113586,0.312509023,0.100310157,0.175453966,0.397442259,0.175922198,-0.034106848,-0.046002858,0.243353623,0.092568566,0.149265653,0.079672719,0.059002777,0.163699685,0.047539959,0.037073034,0.052874885,-0.094892428,0.088498429,-0.104660582,-0.180669704,-0.100571658,0.000307874,0.00601646,-0.019521731,11.96872367,-0.575474345,3.506505724,0.896479625,11.96872367,3.506505724,0.896479625,3.911417086,-3.506505724,-0.896479625,-3.911417086,2.848223748,0
190,0.032860726,-0.037892999,-0.00914587,0.182391652,-0.083895296,-0.192308233,0.12588217,-0.054391604,0.007893798,-0.089177251,-0.028629744,-0.028263711,0.450978279,0.118447677,0.140276955,0.193487104,0.062816157,0.271120662,-0.077698951,-0.054767433,0.181358051,0.219446195,0.199970866,0.027478445,0.046240367,0.021172324,-0.002092249,0.038970844,0.055968475,0.047379913,-0.034455598,0.087237125,-0.061317879,-0.061675621,0.013479589,-0.028124142,-0.080409158,-0.041222717,11.67774609,-0.924136911,3.233667322,0.907631245,11.67774609,3.233667322,0.907631245,3.56275452,-3.233667322,-0.907631245,-3.56275452,2.848223748,0
191,-0.082833173,0.123220313,0.120439073,0.057127753,-0.188274787,0.0018338,0.145441864,0.023342365,-0.124741291,-0.113108072,-0.146857212,-0.149373993,0.171692042,0.192210446,0.198125102,0.256250676,0.229547624,0.273599225,-0.018587224,0.350102122,0.216929084,-0.016831325,0.069590809,0.282131852,0.012427054,0.161945653,0.110070398,0.072863094,0.127060673,-0.006513127,-0.098399903,-0.035746089,-0.173369958,0.028756089,-0.048651488,0.018647956,-0.057518474,-0.067150654,13.08624167,-0.791376455,3.655216516,0.989095306,13.08624167,3.655216516,0.989095306,3.695514976,-3.655216516,-0.989095306,-3.695514976,2.848223748,0
192,0.319397098,0.091292146,-0.072730961,-0.178835593,-0.039957654,0.107248578,-0.134025752,-0.036056106,-0.069493536,-0.115235191,-0.020356176,-0.037850618,0.068856736,0.014219678,0.089559113,-0.006737842,0.017862871,-0.053136185,0.270833676,0.389541755,0.089616106,0.050725019,0.116564579,0.065374664,0.07540083,0.07848075,-0.034529172,0.116183364,0.011705194,0.043614287,0.05884939,0.01527603,-0.081098028,-0.001355686,-0.022127081,-0.086939387,-0.01384312,-0.077420504,11.34312988,-0.420325683,4.174162604,1.0264589,11.34312988,4.174162604,1.0264589,4.066565747,-4.174162604,-1.0264589,-4.066565747,2.848223748,0
193,-0.147575655,0.203320756,0.146110839,0.272904408,-0.196548178,0.036238614,0.003631663,-0.0319986,-0.190448317,-0.197565846,-0.139332937,-0.128046982,0.47565671,0.349994141,0.164633974,-0.058463371,0.342809092,0.168273961,0.217341943,-0.049655185,0.239410786,0.180851619,0.166458641,-0.030817228,0.141920522,0.102251555,0.182598241,0.161380189,0.101621033,0.037061245,0.099198459,0.09267617,-0.136871858,-0.02728476,-0.160253293,-0.076737751,-0.036487677,-0.055089253,12.46430585,-0.884005625,3.626572983,1.006574501,12.46430585,3.626572983,1.006574501,3.602885806,-3.626572983,-1.006574501,-3.602885806,2.848223748,0
194,0.222010868,0.107720482,-0.051034519,0.142381942,-0.143043478,-0.014483389,-0.020907803,-0.077790969,-0.120978646,-0.120509271,-0.138228256,0.02764915,0.198144341,0.356628497,0.399509284,0.000476688,0.09260033,0.261429228,0.00810971,0.043761112,0.10626475,0.114360048,0.059214783,-0.013963749,0.149819852,0.013847272,0.05083874,-0.022738474,0.01803886,0.07950441,-0.087306183,0.026309041,-0.020830894,-0.014899099,-0.001680779,-0.116989869,-0.005839642,-0.072709782,11.72596655,-0.368846232,3.596676947,0.873394238,11.72596655,3.596676947,0.873394238,4.118045199,-3.596676947,-0.873394238,-4.118045199,2.848223748,0
195,-0.057717362,0.062382554,0.186020531,0.044443902,-0.003852519,0.173056519,0.137203771,0.034541437,-0.035914235,-0.109032667,0.00889942,0.020902215,0.175242435,0.470805703,0.10615818,-0.014931858,-0.000715193,-0.01525434,-0.038310544,0.381598307,0.219114694,0.017203132,0.120145231,0.062243683,0.109677383,0.190117609,0.074401573,-0.011932026,0.031442254,0.080226017,0.06460487,-0.090069846,0.010937137,0.005803241,-0.008450176,-0.142465808,-0.021686913,-0.011597351,11.31532886,-0.676330353,3.826047488,1.004064076,11.31532886,3.826047488,1.004064076,3.810561077,-3.826047488,-1.004064076,-3.810561077,2.848223748,0
196,-0.082861265,0.265862585,-0.062406261,0.14065131,-0.220236682,0.187960706,0.02264014,0.012125196,-0.020611064,-0.142978881,-0.117671852,-0.141127148,0.060279997,0.262033741,0.249859339,-0.023014926,-0.009128007,0.086791883,0.083583616,0.319463197,0.273136823,0.246423247,0.170699396,0.121332012,0.107472577,0.121593057,0.192877636,0.052501222,-0.028522687,0.096941635,0.04785188,0.016904219,-0.123316476,-0.080275898,-0.011557799,-0.089415322,0.012894549,-0.052536921,12.31752227,-0.624624276,3.816218824,0.988077383,12.31752227,3.816218824,0.988077383,3.862267155,-3.816218824,-0.988077383,-3.862267155,2.848223748,0
197,0.172021087,-0.079088229,0.098472912,0.178179414,0.057445914,0.127825829,0.127312205,0.030396243,-0.013357207,-0.060204684,-0.04996904,-0.070296586,0.045722659,0.449249199,-0.076514463,0.034576242,0.104456715,0.337475764,0.036553504,0.178111829,0.02639618,0.030904813,0.085664498,0.100576246,-0.023824229,0.043773805,0.061259132,0.042901595,0.042387543,-0.013562826,-0.083393381,-0.079847882,-0.052380487,-0.155262961,-0.09907194,-0.098842553,-0.115860614,-0.063680024,10.97024066,-0.302670837,3.338546242,0.797889635,10.97024066,3.338546242,0.797889635,4.184220593,-3.338546242,-0.797889635,-4.184220593,2.848223748,0
198,0.297150074,0.090214118,0.056252553,0.070663656,0.042715086,0.165327134,0.126166287,0.012604127,-0.084660418,-0.054933627,-0.070744407,0.02629487,0.187491926,0.362241054,0.12523752,0.123202211,0.09338344,0.072176057,-0.029542245,0.384936322,0.084453784,-0.01751267,-0.018276221,0.04072627,0.030040176,0.151974779,-0.03502086,0.094618428,-0.025105367,0.086357061,-0.085301647,-0.016985893,-0.140209392,-0.01865733,-3.08E-05,-0.054548834,-0.104598278,-0.032160014,10.99613744,-0.022994829,3.527891676,0.79031662,10.99613744,3.527891676,0.79031662,4.463896602,-3.527891676,-0.79031662,-4.463896602,2.848223748,0
199,0.360175465,0.100188502,0.138825087,0.299758402,0.09057954,-0.11524725,0.140920551,0.119956165,-0.006315794,0.014543413,0.029793317,-0.09247969,0.150448882,0.235123292,0.449308563,0.399639601,0.212088015,-0.044382931,0.225587037,0.191517451,0.057768147,0.233107646,-0.035069005,0.013263545,-0.008637423,-0.01991283,-0.049686399,0.043748598,0.053458892,-0.019267571,-0.099885173,-0.035684169,-0.196525077,-0.147636376,0.023647253,-0.05826291,0.009536799,-0.012375668,11.29800002,0.328982352,3.234625953,0.671659204,11.29800002,3.234625953,0.671659204,4.815873783,-3.234625953,-0.671659204,-4.815873783,2.870680061,0.040137782
200,0.091202796,0.196128684,0.073422606,0.249461621,-0.015097559,-0.105357698,-0.017387502,-0.039099372,-0.014674013,-0.084716653,-0.141218424,-0.005318034,-0.029430214,0.096948103,-0.061702295,0.248237232,0.219626068,0.125102441,0.38642867,0.161047582,0.211610944,0.124075665,0.116935766,0.290373931,0.144209483,-0.002057357,0.190497785,0.160790761,0.012066074,0.079059819,-0.027605936,0.04607452,0.017966817,-0.058381584,-0.13923023,-0.0103047,-0.090867407,-0.001386693,11.9631365,-0.49675363,3.496946658,0.876397466,11.9631365,3.496946658,0.876397466,3.990137801,-3.496946658,-0.876397466,-3.990137801,2.870680061,0
201,-0.100152346,0.081322746,0.153366988,-0.196351005,-0.205173374,0.073313295,-0.102851996,-0.067531858,0.034703714,-0.017641646,0.01926352,-0.09574634,-0.025003553,0.415247385,0.41249262,0.097287428,0.024799606,0.088803431,0.130939681,-0.020320444,0.245876959,0.140812337,0.071431899,0.100996825,-0.010198931,0.116543492,0.190189766,0.07676228,0.149103551,0.039493666,0.057158002,-0.016369016,-0.038547729,-0.18084755,-0.023648625,-0.017099611,-0.054893028,-0.091658441,12.41523936,-0.855425026,4.323406728,1.190540197,12.41523936,4.323406728,1.190540197,3.631466405,-4.323406728,-1.190540197,-3.631466405,2.870680061,0
202,0.031430729,0.229020012,0.0092433,-0.200296853,0.064016411,0.078953367,0.106361889,-0.072135223,0.053483878,-0.168605675,-0.085983457,-0.033933098,0.140900913,0.439285208,0.37909886,0.108241612,0.263765659,0.105645065,0.375318753,0.061481562,0.262977718,0.098223397,-0.043118774,0.237096071,0.092413013,0.031254946,0.065815638,0.039816922,-0.02287341,0.027946196,0.003713841,0.020099464,-0.146633683,-0.181186977,-0.105411158,-0.004729278,-0.054043631,-0.061881841,13.08331835,-0.930691705,4.136539317,1.163190944,13.08331835,4.136539317,1.163190944,3.556199726,-4.136539317,-1.163190944,-3.556199726,2.870680061,0
203,0.061271977,-0.101804081,0.075884685,0.05770951,0.06772823,0.091623684,-0.108475225,-0.084430337,-0.193107477,-0.150183333,-0.023729184,-0.121368416,0.010977251,-0.005542386,0.433894977,0.200180698,0.226868728,0.082094864,0.288951196,-0.059249907,-0.018726709,0.045539549,0.234445959,0.120870692,0.162346946,0.192938576,0.072486668,0.008573592,0.045810707,0.035894661,-0.083631907,-0.002094728,-0.119888954,-0.094294901,-3.20E-05,-0.038468611,0.018111228,-0.096883107,11.79000981,-0.508433137,3.988251521,1.002461563,11.79000981,3.988251521,1.002461563,3.978458294,-3.988251521,-1.002461563,-3.978458294,2.870680061,0
204,-0.076311019,-0.071854421,0.070941021,-0.098784643,0.247373168,0.134895073,-0.090928305,-0.05567692,-0.086650806,-0.165000156,-0.0666925,-0.141086107,0.180191065,0.370466036,-0.065358134,-0.025904519,0.279362025,0.155628545,0.119555858,0.291829032,0.291159525,-0.000901062,0.269358094,0.276376919,0.122624645,0.021814751,-0.010774,0.139758315,-0.011666435,0.038990407,-0.053097519,0.085276778,-0.178808005,-0.187782446,-0.072414945,-0.103959168,-0.053646206,-0.042705362,12.76056322,-1.028798265,4.182491769,1.209479204,12.76056322,4.182491769,1.209479204,3.458093166,-4.182491769,-1.209479204,-3.458093166,2.870680061,0
205,0.382183387,0.06184412,0.174776298,-0.238985074,-0.202032169,-0.089429084,0.120118087,-0.046773277,0.030509922,-0.030555982,-0.077135896,-0.041769635,0.424756934,0.192827877,0.148109823,0.121471101,0.215366198,0.345197663,0.016291529,0.057813129,0.071577241,0.132867134,0.128457602,0.088003433,0.03902971,0.005710362,0.151577203,-0.014422432,0.049981738,0.04781572,0.001122747,0.091850124,-0.05640263,-0.190045575,-0.012879149,-0.073579315,-0.075576481,-0.022639174,12.0092511,-0.929590228,3.381267648,0.950514858,12.0092511,3.381267648,0.950514858,3.557301203,-3.381267648,-0.950514858,-3.557301203,2.870680061,0
206,0.294315388,-0.06241574,0.069900325,-0.150088229,-0.005088549,0.166846397,-0.07078862,0.073829741,-0.064519807,0.022845159,-0.064050878,-0.128481807,0.491961947,0.021714178,0.225064783,0.333887135,0.110274954,0.042865393,-0.003751383,0.367848144,0.195419648,0.167055113,0.276230737,0.084663506,0.183314142,-0.000498987,0.014250634,0.023938746,0.028180294,-0.002128695,-0.054194323,-0.062855075,-0.160950082,-0.058783388,-0.00746552,-0.07779918,-0.1109498,-0.083222968,12.56180543,-0.851449316,3.617972006,0.995194502,12.56180543,3.617972006,0.995194502,3.635442114,-3.617972006,-0.995194502,-3.635442114,2.870680061,0
207,-0.051021194,-0.042125175,0.04815014,0.152282696,-0.029391462,-0.144148466,-0.024150539,0.113633097,-0.127720893,0.033397224,-0.041796209,-0.021626138,0.273996348,0.006280737,0.424753725,0.022678123,0.335431132,0.102607867,-0.011981407,0.043158219,0.006489027,0.203850222,-0.028300898,0.034525792,0.068040758,-0.008898606,0.073379482,0.130832137,0.100213874,0.047963933,-0.000142774,0.006622167,-0.010235387,-0.051710776,-0.058696946,-0.0611959,-0.021724563,-0.032456767,11.16524577,-0.299075004,3.7165521,0.887467769,11.16524577,3.7165521,0.887467769,4.187816426,-3.7165521,-0.887467769,-4.187816426,2.870680061,0
208,0.111634282,0.286234085,-0.08325904,0.248743833,0.075854438,0.03474199,0.034140086,0.016038914,-0.01546956,-0.14685433,-0.099945529,-0.116081015,0.474399555,0.175595575,0.119101527,-0.055415309,-0.048955726,-0.003307662,0.296495211,0.169678747,0.003804596,0.204430651,0.010161143,0.004414592,-0.003497456,0.171432052,0.153416293,0.166600427,0.120070963,0.00661579,0.049237332,-0.026765647,-0.139700148,-0.006587914,0.017692925,-0.110146254,-0.097448632,-0.005059243,11.04364831,-0.26760006,3.547142914,0.840696364,11.04364831,3.547142914,0.840696364,4.21929137,-3.547142914,-0.840696364,-4.21929137,2.870680061,0
209,0.059648407,0.244611801,-0.003105555,0.240080793,-0.15900731,-0.041115547,-0.081353151,-0.076830726,-0.0599408,0.034286136,-0.127778889,-0.122260154,0.199105449,0.147678095,0.264829977,0.392766013,-0.025437398,0.177423098,0.268560569,0.310204935,0.105753117,0.170882492,-0.026484436,0.043082671,0.030712024,0.141154787,-0.01043056,0.105257409,0.126060988,0.048544398,0.025658357,-0.057995516,-0.110641811,-0.046383192,0.028611846,-0.104012703,-0.002207803,-0.011977425,12.69634476,-0.367152364,3.566291965,0.865659671,12.69634476,3.566291965,0.865659671,4.119739067,-3.566291965,-0.865659671,-4.119739067,2.870680061,0
